AAA,BBB,CCC,DDD,EEE
11.68,23.28,9.52,22.69,32.20
11.58,23.45,9.42,22.97,31.94
11.48,23.79,9.33,22.91,32.00
11.48,23.98,9.35,23.30,32.07
11.55,24.01,9.27,23.11,32.48
11.52,23.75,9.28,22.67,32.98
11.37,23.83,9.38,22.70,32.45
11.49,23.82,9.46,23.04,32.06
11.61,23.71,9.58,22.83,32.66
11.56,23.87,9.66,22.52,32.44
11.73,24.22,9.71,22.39,32.56
11.87,24.22,9.71,22.93,32.56
12.01,24.41,9.78,22.93,33.19
12.05,24.50,9.76,22.72,32.47
12.14,24.49,9.94,22.87,32.27
12.04,24.57,10.14,22.79,32.55
12.17,24.27,10.12,22.36,32.46
12.20,24.21,10.07,22.14,32.23
12.38,23.88,10.04,22.44,32.50
12.39,23.66,10.14,22.36,32.56
12.36,23.60,10.09,22.36,32.17
12.37,23.91,10.09,22.20,32.66
12.25,23.76,10.15,23.00,32.96
12.22,23.87,10.08,23.01,33.02
12.13,24.16,10.09,22.99,33.58
12.00,24.26,10.16,22.97,33.56
11.94,24.57,10.34,23.17,33.53
11.78,24.63,10.32,23.06,33.08
11.75,24.53,10.15,23.21,33.33
11.82,24.31,10.21,22.93,33.28
12.01,24.41,10.27,22.76,33.11
12.02,24.53,10.31,22.36,33.09
11.87,24.49,10.21,22.38,33.30
11.79,24.32,10.17,22.44,33.55
11.69,24.56,10.14,22.79,33.96
11.73,24.88,10.21,23.11,33.55
11.68,24.71,10.41,22.63,33.59
11.76,24.59,10.36,22.35,33.82
11.56,24.49,10.34,22.35,33.79
11.60,24.65,10.19,22.13,34.04
11.86,24.74,10.10,22.40,34.24
11.61,25.13,10.15,22.58,34.23
11.55,25.20,10.20,22.52,33.73
11.84,24.74,10.16,22.33,33.76
11.78,24.36,10.04,22.18,34.02
11.74,24.46,9.90,21.95,33.86
11.78,24.51,9.95,21.88,33.91
11.85,24.67,9.71,21.84,34.11
11.94,24.28,9.63,22.09,33.91
11.85,24.53,9.70,22.18,33.72
12.01,24.21,9.67,22.51,33.51
11.98,24.33,9.84,22.59,33.16
12.26,24.01,9.69,22.92,33.43
12.26,24.03,9.71,23.36,34.02
12.31,24.14,9.70,23.14,34.33
12.38,24.23,9.71,23.12,34.54
12.28,24.09,9.73,22.71,34.31
12.51,24.08,9.72,22.48,34.51
12.35,24.40,9.82,22.67,34.74
12.20,24.32,9.73,22.41,34.77
12.24,24.13,9.74,22.12,35.30
12.18,24.19,9.65,21.93,35.08
12.25,24.57,9.61,21.98,34.71
12.39,25.06,9.59,21.91,34.66
12.34,25.26,9.57,22.03,34.26
12.41,25.59,9.30,21.84,34.68
12.20,25.72,9.31,21.95,34.76
11.88,25.95,9.24,21.93,34.39
11.76,25.85,9.24,21.78,33.88
11.65,25.89,9.05,21.89,34.00
11.70,25.76,9.02,21.87,33.92
11.59,25.83,9.07,21.39,34.01
11.48,25.88,9.09,21.33,33.92
11.55,26.04,9.25,21.29,34.63
11.64,26.03,9.37,21.34,34.60
11.60,26.16,9.52,21.51,34.05
11.35,25.90,9.74,21.14,34.22
11.45,26.02,9.83,21.20,34.12
11.49,26.34,9.98,21.11,33.99
11.32,26.11,9.97,20.94,33.69
11.29,26.16,9.90,21.08,33.40
11.12,26.34,10.00,21.25,33.34
11.33,26.62,10.01,21.46,34.06
11.24,25.80,9.93,21.45,34.36
11.28,25.93,9.88,21.64,34.92
11.17,26.02,9.86,21.62,35.26
11.24,26.18,9.74,21.34,35.67
11.17,26.20,9.67,21.28,35.72
11.15,26.23,9.74,21.11,35.78
11.18,26.11,9.60,20.79,35.29
11.23,26.27,9.60,20.88,35.62
11.25,26.00,9.62,20.45,36.40
11.41,26.21,9.64,20.27,36.05
11.46,25.82,9.63,20.48,35.75
11.51,25.94,9.73,20.67,35.36
11.57,26.04,9.74,20.46,35.20
11.47,25.77,9.78,20.25,35.09
11.58,25.45,9.83,20.04,35.03
11.63,24.96,9.95,19.93,34.40
11.67,25.05,10.02,19.92,34.80
11.69,25.07,9.97,19.78,34.82
11.72,25.36,9.87,19.86,34.81
11.61,25.19,9.84,20.06,34.71
11.67,25.60,9.82,20.32,34.42
11.76,25.61,9.95,20.48,34.78
11.81,25.17,9.94,20.31,35.01
11.82,24.86,9.94,20.19,35.39
11.74,24.97,9.81,20.45,35.68
11.73,25.08,9.75,20.71,35.54
11.88,24.97,9.78,20.48,35.45
12.05,25.35,9.82,20.51,35.87
11.90,25.52,9.86,20.62,35.95
12.00,25.76,9.70,20.32,35.78
12.02,25.44,9.54,20.28,36.66
12.03,25.00,9.55,20.49,36.57
11.98,25.00,9.51,20.52,36.35
12.11,25.08,9.38,20.14,36.90
12.07,25.27,9.25,20.04,36.84
12.24,25.09,9.15,20.42,36.08
12.24,24.65,9.10,20.62,36.04
12.23,24.50,9.12,20.59,36.58
12.29,24.43,9.20,20.29,36.20
12.17,24.48,9.23,19.87,35.93
12.03,24.61,9.30,19.92,35.05
11.98,24.52,9.08,19.75,35.52
12.01,24.86,9.01,19.92,36.09
12.02,24.75,8.89,19.80,36.13
11.92,24.87,8.85,19.96,36.32
11.96,24.96,8.77,19.50,36.21
12.07,25.03,8.64,19.66,36.57
12.24,25.10,8.58,19.73,36.52
12.24,25.06,8.57,19.93,37.15
12.06,25.05,8.63,20.01,36.59
12.23,24.93,8.66,20.05,36.49
12.20,24.60,8.74,20.00,36.75
12.32,24.64,8.69,20.24,36.98
12.35,23.88,8.73,20.06,37.15
12.28,23.91,8.93,20.13,36.95
12.13,23.82,9.07,20.61,37.14
12.14,23.85,8.98,20.66,38.02
11.90,24.06,9.01,20.44,37.78
12.05,23.72,9.05,20.41,37.90
11.99,23.44,9.00,20.32,37.95
12.01,23.39,9.11,20.29,38.19
12.11,23.61,9.09,20.62,38.16
11.99,24.15,9.05,20.77,38.10
12.00,23.81,9.07,20.39,38.18
11.85,24.49,9.13,20.56,38.31
11.94,24.64,9.14,20.64,38.61
12.13,24.31,9.19,20.27,38.39
11.93,24.50,9.10,20.28,39.04
11.76,24.77,9.09,20.32,39.52
11.62,25.07,9.27,20.41,39.89
11.70,25.25,9.19,20.58,40.35
11.74,25.44,9.27,20.22,40.70
11.79,24.73,9.44,20.04,40.99
